STORE CODE,ZONE,STATE,CITY,FORMAT  Type,FORMATE,STORE NAME,SAP Name of Store,NOC Store name
TSM5,South,Tamil Nadu,Coimbatore,Trends,Fitch,Trends Ponnay Street Coimbatore,RRL Trends Coimbatore Crosscut,Coimbatore Crosscut road Gandhipuram
TWPI,South,Tamil Nadu,Tiruvannamalai,Trends,Fitch,Trends Vengikkal Tiruvannamalai,RRL Trends Vengikkal Tiruvanna,Tiruvannamalai Vengikkal
TWQE,South,Tamil Nadu,Chennai,Trends,Fitch,Trends Saligramam,RRL TRENDS Arunachala Road Sal,Chennai Saligramam
TY30,South,Tamil Nadu,Dharmapuri,Trends,Fitch,Dharmapuri Salem Road,RRL Trends DHARMAPURAM,Dharmapuri Salem Rd
TB26,South,Tamil Nadu,Chennai,Trends,Fitch,Anna Nagar 2nd Avenue,RRL Trends Anna Nagar Chennai,Chennai 2nd Avenue
TH36,South,Tamil Nadu,Chennai,Trends,Fitch,"GST Road, Guduvancherry",RRL Trends Guduvancherry Chenn,Chennai Guduvancherry
TSP0,South,Tamil Nadu,Karaikudi,Trends,Fitch,TVS Showroom - Green Road,Karaikudi TVS Showroom Green Road,Karaikudi TVS Showroom Green Road
5844,South,Tamil Nadu,Chennai,Trends,Regular,Avadi,RRL Trends Alpha Lotus Avadi C,Chennai Lotus Avadi
1930,South,Tamil Nadu,Tirunelveli,Trends,Regular,"RIL MALL , Tirunelvelli",RRL Trends Palayamkottai Tirun,Tirunlvli RILPalymkt
5829,South,Tamil Nadu,Chennai,Trends,Regular,Manappakkam,RRL Trends Manapakkam Chennai,Chennai Manapakkam
T0N8,South,Tamil Nadu,Coimbatore,Trends,Fitch,"Trends VMS Arcade, Kavundampalayam",RRL Trends Coimbatore VMS Arca,Coimbatore VMS Arcade Kavundampalayam
T1BF,South,Tamil Nadu,Chennai,Trends,Fitch,"Trends Tana Street, Purasawakkam",RRL Trends Purasawalkam,Chennai Tana Street Purasawakkam
T1HB,South,Tamil Nadu,Tuticorin,Trends,Fitch,Trends WGC Road,RRL Trends Tuticorin Town,Tuticorin WGC Road
T27S,South,Tamil Nadu,Chennai,Trends,Fitch,Trends Sangeetha Kalyana Mahal Chennai,RRL Trends Chennai Sangeetha K,Chennai Sangeetha Kalyana Mahal Porur
TG0D,South,TAMIL NADU,Ramanathapuram,Trends,Fitch,RRL Trends Ramanathapuram Mand,RRL Trends Ramanathapuram Mand,Ramanathapuram Patinamkathan Mandapam NH Rd
TN20,South,Tamil Nadu,Trichy,Trends,Fitch,Thiruverumbur,RRL Trends Thiruverumbur,Tirverumbr Kattur
TPU3,South,Tamil Nadu,Coimbatore,Trends,Fitch,"NSR Road,Saibaba Colony",RRL Trends Coimbatore,Coimbatore App Sai Baba NSR
TQ14,South,Tamil Nadu,Chennai,Trends,Fitch,Mudichur,Trends Chennai Mudichur,Chennai Mudichur
TQ56,South,Tamil Nadu,Chennai,Trends,Fitch,"Sholinganallur, OMR",RRL Trends Solinganallur,Chennai Sholinganallur OMR
TQE5,South,Tamil Nadu,Coimbatore,Trends,Fitch,"Avinashi Road,Opp Manchester Towers",RRL Trends Coimbatore,Coimbatore Lakshmi Mills
TS82,South,Tamil Nadu,Chennai,Trends,Fitch,"Madhavaram, Red Hills Road",RRL Trends Madhavaram Chennai,Chennai Madhavaram R
TSS9,South,Tamil Nadu,Cuddalore,Trends,Fitch,Trends V Square Mall Cuddalore,RRL Trends VV Mall Cuddalore,Cuddalore V Square Mall Bharathi Rd
TU58,South,Tamil Nadu,Salem,Trends,Fitch,"Amudham Complex, Saradha College Road",RRL Trends Salem,Salem Amdham Complex
1990,South,Tamil Nadu,Chennai,Trends,Fitch,"Madipakkam, Chennai",RRL Trends Madipakkam Chennai,Chennai Madipakkam
4827,South,Tamil Nadu,Chennai,Trends,Regular,"Market City, Chennai",RTL Trends Phoenix Market Chen,Chennai P Mkt City
8113,South,Tamil Nadu,Chennai,Trends,Regular,Thiruvanmiyur,RRL Trends Thiruvanmiyur Chenn,Chennai Thiruvanmiur
8114,South,Tamil Nadu,Coimbatore,Trends,Regular,Brook field,RRL Trends Brookefield Plaza C,Coimbator Brokefield
T0AH,South,Tamil Nadu,Erode,Trends,Fitch,Trends VIP Shopping Centre Erode,RRL Trends Erode VIP Shopping,Erode VIP Shopping Centre
T0S3,South,Tamil Nadu,Tirupur,Trends,Fitch,Trends Palladam Road Nochipalayam Tirupur,RRL Trends Tiruppur Nochipalay,Tirupur Palladam Road Nochipalayam
T523,South,Tamil Nadu,Chennai,Trends,Fitch,"Marina Mall, Chennai",RRL Trends Marina Mall OMR,Marina Mall OMR
TA1M,South,Tamil Nadu,Mayiladuthurai,Trends,Fitch,Trends Pattamangalam street,RRL TRENDS Pattumangalam Stree,Mayiladuthurai Pattamangalam street
TG69,South,Tamil Nadu,Chennai,Trends,Fitch,Perumbakkam,RRL Trends Perumbakkam Chennai,Chennai Perumbakkam
TSN8,South,Tamil Nadu,Chennai,Trends,Fitch,Padur,RRL Trends Chennai Padur,Chennai Padur
TSP1,South,Tamil Nadu,Thanjavur,Trends,Fitch,Trends Medical college,RRL Trends Thanjavur,Thanjavur Medical college
TWPS,South,Tamil Nadu,Chennai,Trends,Fitch,Mandaveli,RRL Trends Mandaveli,Chennai Mandaveli
TWPT,South,Tamil Nadu,Kundrathur,Trends,Fitch,"Trends Kolachery, Kanchipuram",RRL Trends Kancheepuram,Kundrathur Kolachery Kanchipuram
TX41,South,Tamil Nadu,Coimbatore,Trends,Fitch,"Nanjammas Complex, Mettupalayam Road",RRL Trends Coimbatore Thudiyal,Coimbatore Thudiyal
9584,South,Tamil Nadu,Chennai,Trends,Fitch,Vivira Mall,RRL Trends Vivira Mall OMR Che,Chennai Vivira Mall
TGC5,South,Tamil Nadu,Tirunelveli,Trends,Fitch,Trivandrum road,Tirunlvli Visak Bvan,Tirunlvli Visak Bvan
TG8W,South,Tamil Nadu,Madurai,Trends,Fitch,Trends Anna Nagar Madurai,RRL Trends Madurai Reliance Tr,Anna Nagar Madurai
TAV7,South,Tamil Nadu,Chennai,Trends,Fitch,TB-CHENNAI-EXPRESS MALL,RRL Trends Chennai Express Ave,Chennai TISB BB EA Mall
FR2M,South,Tamil Nadu,Chennai,Trends,Fitch,TV-Chennai-Mount Poonamallee,TV Chennai Mount Poonamall,Chennai FBB Chennai Mount Poonamallee Rd
FR2C,South,Tamil Nadu,Chennai,Trends,Fitch,"TV OMR, Chennai",TV Chennai Omr Road,Chennai FBB OMR
1966,South,Pondicherry,Pondicherry,Trends,Regular,Providence Mall,RRL Trends Providence Mall,Puduchery Providence
TE93,South,Telangana,Hyderabad,Trends,Fitch,Sarath City Capital Mall,RRL Trends Sarath City Mall Ga,Hyderabad CapitalMal
T0W2,SOUTH,Pondicherry,Pondicherry,Trends,Fitch,Reddiyar palayam,RRL Trends Puducherry Reddiyar,Pondicherry Reddiyarpalayam
8109,South,Tamil Nadu,Chennai,Trends,Azorte,"Gandhinagar, Adayar, Chennai",RRL Trends Gandhinagar Chennai,Chennai Adyar
9410,South,Telangana,Nizamabad,Trends,Fitch,"RIL Mall, Nizamabad",RRL Trends Nizamabad,Nizamabad RIL Mall
TZ57,South,Telangana,Hyderabad,Trends,Fitch,Malkajgiri,RRL Trends HYD Malkajgiri,Hyderabad Medchal
TU29,South,Tamil Nadu,Chennai,Trends,Fitch,Chennai GNT Road,RRL Trends Chennai GNT road,Chennai Tiruninravur
TT87,South,Tamil Nadu,Trichy,Trends,Fitch,"Trichy KK Nagar, TRICHY",RRL Trends Trichy KK Nagar,Trichy Satahnur RD
TDY2,South,Pondicherry,Pondicherry,Trends,Fitch,Kamaraj Salai,Pondichry KmrajSalai,Pondichry KmrajSalai
TJ4E,South,Tamil Nadu,Chennai,Trends,Fitch,Urapakkam - GST Road,RRL Trends Chennai D R Complex,Chennai Urapakkam
8009,South,Telangana,Hyderabad,Trends,Regular,NSL-Kukkatpalli,RRL Trends NSL Centrum Hyderab,Hyderabad Centrum
1979,South,Telangana,Hyderabad,Trends,Regular,"JB Plaza , Chandanagar, Hyd",RRL Trends Mythri Nagar Hydrab,Hyderabad Mythri ngr
T85Z,South,Telangana,NIZAMABAD,Trends,Fitch,Nizmabad,RRL Trends Nizamabad,Nizmabad Kanteshwar Armoor Road
TZVB,South,Andhra Pradesh,East Godavari,Trends,Fitch,"Trends Next to Big-V Store, Main Road Kakinada",RRL Trends Kakinada,Kakinada Next to Big V Store Main Road
TZA4,North,Himachal Pradesh,Nahan,Trends,Fitch,"Trends Nahan, Dist- Sirmaur",RRL Trends Nahan,Nahan Sirmaur
TZ61,North,NCR,Delhi,Trends,Fitch,"Pacific Mall, Dwarka",RRL Trends Pacific Mall Dwarka,Delhi Pacific Mall
TZ58,South,Andhra Pradesh,Vizag,Trends,Fitch,"Gopalpatnam, Butchirajupalem",RRL Trends VIZAG Gopalapatnam,Vizag Gopalpatnam
TXRP,South,Andhra Pradesh,Tadepallegudem,Trends,Fitch,"Swarna Palace Property,",RRL Trends Tadepalligudem,Tadepallegudem Swarna Palace
TX66,North,Rajasthan,Beawar,Trends,Fitch,"Hotel Shankar Palace, Ajmer Road",RRL Trends Beawar,Beawar Ajmer Rd
TX3Y,North,NCR,Gurgaon,Trends,Fitch,Trends Sadar Bazaar,RRL Trends Gurgaon Old Delhi,Gurgaon Sadar Bazaar
TX1Z,South,Andhra Pradesh,Kurnool,Trends,Fitch,"Trends Nandyal Road, Srinagar Colony Kurnool",RRL Trends Kurnool Srinagar Co,Kurnool Nandyal Road Srinagar Colony
TX1I,North,Punjab,Mohali,Trends,Fitch,"Trends VR Mall, Mohali",RRL TRENDS VR Punjab Mohali,Mohali VR Mall
TWQG,North,Rajasthan,Jodhpur,Trends,Fitch,Pal link road,RRL Trends Link road Jodhpur,Jodhpur Pal link road
TWQA,South,Andhra Pradesh,Srikakulam,Trends,Fitch,Ramlaxshman Junction,RRL Trends Srikakulam,Srikakulam Ramlaxshman Junction
TWPX,North,NCR,Delhi,Trends,Fitch,Pacific Mall - Pitampura,RRL Trends Pacific Mall,Delhi Netaji Subhash Place Pacific Mall Pitampura
TWPP,North,NCR,Ghaziabad,Trends,Fitch,"Rajender Nagar, G T Road",RRL Trends Rajinder Nagar,Ghaziabad Rajender Nagar G T Road
TV61,South,Andhra Pradesh,Proddatur,Trends,Fitch,"SS Mall, Korrapadu Rd",RRL Trends Proddattur,Proddatur SS Mall
TU84,North,Rajasthan,Alwar,Trends,Fitch,Capital Galleria,RRL Trends Alwar Capital Galle,Alwr Capital Galeria
TTJ2,South,Andhra Pradesh,Hindupur,Trends,Fitch,Mukkidipeta,RRL Trends Hindupuram,Hindupur Mukkidipeta
TST7,South,Andhra Pradesh,Kurnool,Trends,Fitch,Trends Shilpa Birla Compound,RRL Trends Shilpa Birla Compou,Kurnool Shilpa Birla Compound Next to Walmart
TST3,North,Rajasthan,Gangapur,Trends,Fitch,"Trends Gangapur City, Near Pragya School",RRL Trends Gangapur City,Gangapur Hotel Hayat Near Pragya School
TSS7,North,Uttar Pradesh,Ghaziabad,Trends,Fitch,"Trends Pacific Mall, Ghaziabad",RRL Trends Pacific Mall Ghazia,Ghaziabad Pacific Mall Sahibabad
TSS2,North,NCR,Delhi,Trends,Fitch,Trends Ambience Mall Vasanthkunj,RRL Trends Ambience Mall Vasan,Delhi Ambi Vasanthkunj
TSS1,North,Haryana,Gurugram,Trends,Fitch,Trends New Town Square Mall,RRL Trends New Town Square Gur,Gurugram New Town Square Mall
TSR1,South,Andhra Pradesh,Chilakaluripet,Trends,Fitch,RRL Trends Chilakaluripeta,RRL Trends Chilakaluripeta,Chilakaluripet Chowthra Center
TSQ6,South,Andhra Pradesh,Ongole,Trends,Fitch,Trends Kurnool Road,RRL Trends Ongole Prakasam,Ongole Kurnool Road
TSQ5,South,Andhra Pradesh,Gudivada,Trends,Fitch,RRL Trends Guduvada,RRL Trends Gudivada,Gudivada Satyanarayana Puram Municipal Office Area
TSQ4,North,Jammu and Kashmir,Bandipora,Trends,Fitch,Trends Bandipora,RRL Trends Bandipora AI-Rehman,Bandipora
TSQ2,South,Andhra Pradesh,Nellore,Trends,Fitch,Vedapalyem,RRL Trends Vedayapalem Nellore,Nellore Vedapalyem
TSP3,North,Jammu and Kashmir,Budgam,Trends,Fitch,"Trends Main Road, Budgam",RRL Trends Indra Nagar Udhamp,Budgam Main Road
TSM9,North,Haryana,Rohtak,Trends,Fitch,"Trends Opp. Punjab & Sind Bank, Bhiwani Stand, Civil Lines",RRL Trends Rohtak,Rohtak Opp Punjab & Sind Bank Bhiwani Stand Civil Lines
TSL1,North,Rajasthan,Kota,Trends,Fitch,"Platina Mall, Kunadi",RRL Trends Kota,Kota Platina Maharana Pratap Circle
TSK8,South,Andhra Pradesh,Vizag,Trends,Fitch,"CMR Central, Gajuwaka",RRL Trends Vizag Gajuwaka,Vizag CMR central Gajuwaka
TSK4,North,NCR,Noida,Trends,Fitch,"Paras One33, Sector-133",Noida Paras One33 Sector 133,Noida Paras One33 Sector 133
TS32,North,Rajasthan,Jodhpur,Trends,Fitch,"RIL Mall, Saraswati Nagar, Jodhpur",Jodhpur Pali Road,Jodhpur Pali Road
TS23,North,Rajasthan,Sawai Madhopur,Trends,Fitch,"Ranthambore Circle, Sawai Madhopur",Trends Sawai Madhopur,Sawai Madhopur
TQE9,South,Andhra Pradesh,Nandyal,Trends,Fitch,"Padmavati Nagar, Nandyal",RRL Trends Nandyal,Nandyal Padmavati Nagar
TQE8,North,Punjab,Moga,Trends,Fitch,Trends Bansal Complex Moga,RRL Trends Moga,Moga Bansal Complex
TQE7,South,Andhra Pradesh,Vizag,Trends,Fitch,"Madhuravada, Chinagadili Mandal",RRL Trends Madhurawada,Vishakhapatnam Madhuravada
TPO3,South,Andhra Pradesh,Tirupati,Trends,Fitch,V V Mahal Road. Tirupati,RRL Trends Tirupati,Tirupati V V Mahal Rd
TPM9,South,Andhra Pradesh,Chittoor,Trends,Fitch,"KR Palli, Chittoor",RRL Trends Chittoor,Chittoor KR Palli
TPM2,South,Andhra Pradesh,Vizag,Trends,Fitch,"Waltair Road, Siripuram",RRL Trends Visakapatnam Siripu,Vizag Waltair Rd Siripuram
TPK8,South,Andhra Pradesh,Vizag,Trends,Fitch,"MVP Colony Road, JK Silk Property",RRL Trends Vishakapatnam Walta,Vishakhapatnam MVP Colony Road JK Silk Property
TP33,North,Rajasthan,Jaipur,Trends,Fitch,"Triton Mall, Jaipur",RRL Trends Jaipur Triton Mall,Jaipur Triton Mall
TP09,North,Rajasthan,Chittorgarh,Trends,Fitch,City Centre,RRL Trends City Centre Chittor,City Centre Chittor
TO76,North,Jammu and Kashmir,Jammu,Trends,Fitch,"SRK Complex,Kunjwani By-pass",Jammu SRK Complex,Jammu SRK Complex
TO42,South,Andhra Pradesh,Vizag,Trends,Fitch,Old Gajuwaka,RRL Trends Gajuwaka Vizag,Gajuwaka SriRamNagar
TO41,South,Andhra Pradesh,Kakinada,Trends,Fitch,"SRMT Mall, Kakinada",RRL Trends SRMT Mall Kakinada,Kakinada SRMT Mall
TN49,South,Andhra Pradesh,Vizag,Trends,Fitch,Daba Garden,RRL Trends Daba Gardens,Vizag Daba Garden
TMK2,North,NCR,Delhi,Trends,Fitch,Hari Nagar,RRL Trends Delhi Hari Nagar,Delhi Hari Nagar
TM15,North,Rajasthan,Hanumangarh,Trends,Fitch,"Goyal Tower, Hanumangarh",Trends Hanumangarh,Hanumngarh TM Twn Rd
TLS5,North,NCR,Gurgaon,Trends,Fitch,The Esplanade Mall,RRL Trends Gurgaon-Esplande by,Gurgaon Dhoot Sector
TLG9,North,Himachal Pradesh,Una,Trends,Fitch,"Magnum Mall, Near ISBT",RRL Trends UNA,UNA MRC Magnum
TLA6,North,Rajasthan,Dungarpur,Trends,Fitch,"Musafir Khana Complex, Ratnpur Road",RRL Trends Dungarpur,Dungarpur Musafir Khana Complex
TL12,North,Rajasthan,Ajmer,Trends,Fitch,City Square Mall,RRL Trends Ajmer,Ajmer City Sq Mall
TKY2,North,Punjab,Tarn Taran Sahib,Trends,Fitch,Taran Taaran,RRL Trends Tarn Taran,Tarn Taran Sahib
TKY0,North,Jammu and Kashmir,Jammu,Trends,Fitch,"Cannal Road, Near Palm Island",RRL Trends Jammu Canal road,Jammu Cannal Rd
TKR5,North,Rajasthan,Udaipur,Trends,Fitch,Trends Urban Square Mall,RRL Trends Udaipur Urban Squar,Udaipur Urban Square Mall
TKR4,North,Haryana,Bahadurgarh,Trends,Fitch,"Ashirwad Banquets, Dist- Jhajjar",RRL Trends Bahadur Garh,Bahadurgarh Ashirwad Banquets
TKN4,North,Haryana,Narnaul,Trends,Fitch,"Opp. Gold Cinema, Near Hero Honda Chowk",RRL Trends Narnaul,Narnaul Opp Gold Cinema Near Hero Honda Chowk
TKD5,North,Punjab,Batala,Trends,Fitch,Trends Jalandhar Road Batala,RRL Trends Batala,Batala Jalandhar Road
TKA6,North,Rajasthan,Jaipur,Trends,Fitch,Vaishali Nagar,RRL Trends Jaipur Vaishali Nag,Jaipur Vaishali Nagr
TJU8,North,NCR,Delhi,Trends,Fitch,Kamla Nagar,RRL Trends DelhiKamla Nagar,Delhi Kamla Nagar
TJU1,North,Haryana,Fatehabad,Trends,Fitch,Singla Traders,RRL Trends Fatehabad,Fatehabad Sirsa Road
TJB9,North,Haryana,Yamunanagar,Trends,Fitch,"Govindpuri Road, Model Town",TRENDS YAMUNANAGAR,Yamunanagar Govindpuri Road Model Town
TIY3,South,Andhra Pradesh,Nellore,Trends,Fitch,"Grand Trunk Road, Nellore",Trends Nellore,Nellore Gandhi Nagar
TIR2,North,Punjab,Pathankot,Trends,Fitch,Dalhousie Road,RRL TrendsPathankot,Pathankot Dalhousie Road
TI1T,North,Punjab,Mohali,Trends,Fitch,Trends CP 67 Mohali,RRL Trends Mohali CP67,Mohali CP 67
TI08,North,Rajasthan,Sri Ganganagar,Trends,Fitch,"Gaushala Road, Sri Ganganagar",RRL Trends Ganganagar,Srigangnagr Gaushala
TI07,North,Rajasthan,Udaipur,Trends,Fitch,Paras Prime Mall,Udaipur Prism Mall,Udaipur Prism Mall
TH73,South,Andhra Pradesh,Srikakulam,Trends,Fitch,"Palakonda Road, Srikakulam",RRL Trends Srikakulam,Srikaklm Palkonda Rd
TH51,South,Andhra Pradesh,Madanepalle,Trends,Fitch,Golapalle Ring Road,RRL Trends Madanpalle,Madnpale Ring Road
TGZ4,North,Rajasthan,Jodhpur,Trends,Fitch,Pitti Tower,Jodhpur Pitti Tower,Jodhpur Pitti Tower
TGH9,South,Andhra Pradesh,Vizianagaram,Trends,Fitch,"3 lanterns, Vizianagaram",RRL Trends Vizianagaram,Vizianagaram 3 lanterns
TGC7,South,Andhra Pradesh,Amalapuram,Trends,Fitch,"High School Rd, East Godavari Dist",RRL Trends Amalapuram,Amalapuram High School Rd
TFQ1,North,Jammu and Kashmir,Jammu,Trends,Fitch,"College Road, Kathua",RRL Trends Jammu Kathua,Jammu College Road Kathua
TFH9,North,NCR,Gurgaon,Trends,Fitch,"Reach Airia Mall, Sohna Road",RRL Trends Gurgaon Airia Mall,Gurgaon Reach Airia Mall Sohna Road
TFD8,North,Punjab,Kapurthala,Trends,Fitch,Mall Road,RRL Trends Kapurthala,Kapurthala Mall Road
TFC0,North,Punjab,Ropar (Rupnagar),Trends,Fitch,"Near Reliance Smart, Chotti Haveli, Bela Road",Trends Rupnagar,Rupnagar Chotti Haveli Bela Rd
TEV6,North,Rajasthan,Banswara,Trends,Fitch,Udaipur-Dungarpur Link Road,RRL Trends Banswara,Banswara Dungarpr Rd
TEV5,North,Haryana,Jhajjar,Trends,Fitch,"Main Rohtak Road, Bank Street",Jhajjar Rohtak Rd,Jhajjar Rohtak Rd
TE92,North,NCR,Greater Noida,Trends,Fitch,Gaur City Center Noida,RRL Trends Gaur City Center No,Noida Citycenter Mal
TDW0,North,Haryana,Charkhi Dadri,Trends,Fitch,"Near Liberty, Main Loharu Road",RRL Trends Charkhi Dadri,Charki Dadri Liberty
TDV9,North,Rajasthan,Bikaner,Trends,Fitch,Panchsati Circle,RRL Trends Bikaner,Bikaner JNV Colony
TDT7,North,Punjab,Mohali,Trends,Fitch,"SCO-2, Phase 5, Mohali",RRL Trends Mohali,Mohali Phase 5 Mohali
TDN8,South,Andhra Pradesh,Vijayawada,Trends,Fitch,"Enikepadu, Airport Road",RRL Trends Vijayawada Enikepad,Vijayawad Airport Rd
TDG4,South,Andhra Pradesh,Dharmavaram,Trends,Fitch,Parthasarathi Nagar,RRL Trends Dharmavaram,Dharmavaram Parthasarathi Nagar
TDE8,North,Punjab,Faridkot,Trends,Fitch,Trends Circular Road,RRL Trends Faridkot,Faridkot Circular Road
TD08,North,Jammu and Kashmir,Udhampur,Trends,Fitch,Indra Nagar,RRL TST Bari Brahmana,Indra Nagar Udhamp
TCR3,North,Jammu and Kashmir,Anantnag,Trends,Fitch,"Laizbal, K P Road",RRL TST Bishna,Anantnag Laizbal K P Road
TCN3,South,Andhra Pradesh,Machilipatnam,Trends,Fitch,Trends Machilipatnam Central,RRL Trends Machilipatnam,Machilipatnam Church Street
TCJ3,North,Rajasthan,Sikar,Trends,Fitch,"Station Road, Opp. Pawadiya Tower",RRL Trends Sikar,Sikar Station Road
TCG7,North,Haryana,Jind,Trends,Fitch,Opposite- Fire Brigade Office,RRL Trends JIND,Jind Safidon Gate
TCG0,North,Rajasthan,Jaipur,Trends,Fitch,"The Rise, Pratapnagar",RRL Trends Jaipur Pratap Nagar,Jaipur Pratap Nagar
TC53,North,NCR,Greater Noida,Trends,Fitch,Omaxe Connaught Place,RRL Trends Omaxe Gr Noida,Noida Omaxe Mall
TB55,South,Andhra Pradesh,Guntur,Trends,Fitch,Naaz Centre,RRL Trends Lalapet Guntur,Guntur Naaz Centre
TAX8,North,NCR,Noida,Trends,Fitch,MALL OF INDIA,RRL Trends MALL OF INDIA NOIDA,Noida TB BB Noida Mall Of India
TAU7,South,Andhra Pradesh,Guntur,Trends,Fitch,Trends Gujjanagundla,RRL Trends Guntur Gujjanagundl,Guntur Gujajjaldula
TATC,South,Andhra Pradesh,Kadapa,Trends,Fitch,Trends Sartha Complex Kadapa,RRL Trends Sartha Complex Kada,Kadapa Near ITI Akkayapalli Kadapa
TA13,North,NCR,Faridabad,Trends,Fitch,NIT 1,RRL Trends Faridabad,Faridabd Tikona Marg
T958,South,Andhra Pradesh,Tanuku,Trends,Fitch,Tanuku,RRL Trends Tanuku,Tanuku Sajjapuram
T89Q,South,Andhra Pradesh,Bapatla,Trends,Fitch,"Trends On Radham Road, Bapatla",RRL Trends Bapatla,Bapatla Radham Road
T83F,North,Punjab,Patiala,Trends,Fitch,Trends Rajkamal Square,RRL Trends Patiala Raj Kamal P,Patiala Rajkamal Square
T809,South,Andhra Pradesh,Rajahmundry,Trends,Fitch,AV Appa Rao Road,Rajmundry Prakas Ngr,Rajmundry Prakas Ngr
T670,North,Jammu and Kashmir,Jammu,Trends,Fitch,Janipur,RRL Trends Janipur Jammu,Jammu Jayadev Cmplex
T668,North,Haryana,Hisar,Trends,Fitch,Urban Estate - II,RRL Trends Hisar Haryana,Hissar Urban Estate
T660,North,Punjab,Nawanshahr,Trends,Fitch,"Kamal Complex, Rahon Road",RRL Trends Kamal Complex Nawan,Nawasahar KamalCmplx
T659,North,Rajasthan,Jodhpur,Trends,Fitch,"City Center, Jodhpur",RRL Trends City Center Jodhpur,Jodhpur City Center
T654,South,Andhra Pradesh,Vijayawada,Trends,Fitch,Bhavanipuram,RRL Trends Bhavanipuram Vijay,Vijaywda Bhavanipurm
T62K,North,Punjab,Jalandhar,Trends,Fitch,Trends Johal Complex,RRL Trends Jalandhar Johal Com,Jalandhar Johal Complex
T629,North,Haryana,Sirsa,Trends,Fitch,Near Sangwan Chowk,RRL Trends Haryana,Sirsa Dubwali
T61N,North,NCR,Noida,Trends,Fitch,Trends Noida - Sector 75,Noida Sector 75,Noida Sector 75
T587,North,Himachal Pradesh,Shimla,Trends,Fitch,Chhota Shimla Commercial Complex,RRL Trends Chotta Shimla,Shimla SecretaritRd
T52Q,South,Andhra Pradesh,Adoni,Trends,Fitch,Trends Adoni,Adoni Trends,Adoni Trends
T43C,North,Punjab,Jalandhar,Trends,Fitch,"Trends PPR Mall, Jalandhar",RRL Trends Jalandhar PPR Mall,Jalandhar PPR Mall
T3IM,North,Jammu and Kashmir,Kargil,Trends,Fitch,Trends Ladakh,RRL Trends Ladakh,Kargil Bemathang Baroo Ladakh
T33J,North,Jammu and Kashmir,Srinagar,Trends,Fitch,Trends Sanat nagar Rawalpora By pass Srinagar J&K,RRL Trends Srinagar Chanapora,Srinagar Sanat Nagar Rawalpora By Pass Srinagar
T32E,North,Haryana,Faridabad,Trends,Fitch,RRL Trends Faridabad Pacific M,RRL Trends Faridabad Pacific M,Faridabad Pacific Mall Old Faridabad Metro Station
T1OG,South,Andhra Pradesh,Guntur,Trends,Fitch,RRL Trends Guntur Andhra Prade,RRL Trends Guntur Andhra Prade,Guntur Phoenix Mall GT Road
T1DL,South,Andhra Pradesh,Vijayawada,Trends,Fitch,"Trends Gollapudi, Vijayawada",RRL Trends Vijayawada,Vijayawada Gollapudi
T1BH,South,Andhra Pradesh,Tirupati,Trends,Fitch,Trends Mangalam Karakambadi Road Tirupati,Tirupathi Karakambadi Road,Tirupathi Karakambadi Road
T193,North,Rajasthan,Karauli,Trends,Fitch,"Trends Station Road, Hindaun City",RRL Trends Hindaun,Hindaun Hotel Jamana Palace Station Rd
T173,South,Andhra Pradesh,Bhimavaram,Trends,Fitch,Trends JP Road Bhimavaram,RRL Trends JP Road Bhimavaram,Bhimavaram JP Road
T11C,North,Rajasthan,Jaipur,Trends,Fitch,Trends Jaipur Mall Amer Road,RRL Trends Golimar Garden Jaip,Jaipur Jaipur Mall Amer Road
FR3A,North,NCR,New Delhi,Trends,Fitch,Karol bagh,TV New Delhi Karol Bagh,Delhi TV FBB New Delhi Karol Bagh
FR2T,North,NCR,New Delhi,Trends,Fitch,DELHI DWARKA,TV New Delhi Dwarka,Delhi TV FBB New Delhi Dwarka
FR1Z,South,Andhra Pradesh,Kadapa,Trends,Fitch,TV-Kadapa-Pavan Arcade,TV Kadapa Pavan Arcade,Kadapa TV FBB Kadapa Pavan Arcade
9666,South,Andhra Pradesh,Tenali,Trends,Fitch,"NGR Ratna Arcade, Gandhinagar",RRL Trends Tenali AP,Tenali Ratna Arcade
9625,North,Punjab,Jalandhar,Trends,REGULAR,RIL MALL-PUDA,RRL Trends Jalandhar,Jalandhar Puda
9614,North,NCR,Gurgaon,Trends,Fitch,"Spaze Edge, Sohna Road",RRL Trends SPAZEDGE Sec 47 Gur,Gurgaon Spazedge
9409,North,Himachal Pradesh,Kangra,Trends,Fitch,Opp Kangra Bus Stand - Bali (BTS),RRL Trends Kangra HP,Kangra Mahesraj Twr
9221,South,Andhra Pradesh,Adoni,Trends,REGULAR,NGO's Colony Main Road,RRL Trends NGO Colony Adoni,Adoni NGO Colony
9087,South,Andhra Pradesh,Vizag,Trends,Fitch,"Chitraalaya Mall, Visakhapatnam",RRL Trends Surya Bagh Vizag,Vizag Surya Bagh
8396,North,NCR,Faridabad,Trends,REGULAR,Crown Interiorz Mall,RRL Trends Zolo Crown Mall Far,Faridabd TIMS Crown
8375,North,NCR,Delhi,Trends,Fitch,"RIL Mall, Vikaspuri, Delhi",RRL Trends Vikaspuri Delhi,Delhi RIL MalVkspuri
8324,North,Punjab,Bhatinda,Trends,REGULAR,RIL Mall Bhatinda,RRL Trends Bathinda,Bathinda RIL Mall
8300,South,Andhra Pradesh,Nellore,Trends,Fitch,Kondayyapalem,RRL Trends Kondayyappalem Nell,Nellore Kondayapalem
